family,subgroup,dataset_name,dataset_dir,train_csv,valid_csv,id_test_csv,ood_test_csv,metadata_yaml,has_formula_py,resolved_dataset_dir,error_type,error
llm-srbench,lsrtransform,II.6.15b_1_0,sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_1_0,sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_1_0/train.csv,sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_1_0/valid.csv,sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_1_0/id_test.csv,sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_1_0/ood_test.csv,sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_1_0/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_1_0,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_1_0/ood_test.csv 中缺少目标列 p_d')
llm-srbench,lsrtransform,II.6.15b_3_0,sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0,sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0/train.csv,sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0/valid.csv,sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0/id_test.csv,sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0/ood_test.csv,sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/II.6.15b_3_0/ood_test.csv 中缺少目标列 r')
llm-srbench,lsrtransform,II.8.31_1_0,sim-datasets-data/llm-srbench/lsrtransform/II.8.31_1_0,sim-datasets-data/llm-srbench/lsrtransform/II.8.31_1_0/train.csv,sim-datasets-data/llm-srbench/lsrtransform/II.8.31_1_0/valid.csv,sim-datasets-data/llm-srbench/lsrtransform/II.8.31_1_0/id_test.csv,sim-datasets-data/llm-srbench/lsrtransform/II.8.31_1_0/ood_test.csv,sim-datasets-data/llm-srbench/lsrtransform/II.8.31_1_0/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/II.8.31_1_0,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/II.8.31_1_0/ood_test.csv 中缺少目标列 Ef')
llm-srbench,lsrtransform,III.10.19_1_1,sim-datasets-data/llm-srbench/lsrtransform/III.10.19_1_1,sim-datasets-data/llm-srbench/lsrtransform/III.10.19_1_1/train.csv,sim-datasets-data/llm-srbench/lsrtransform/III.10.19_1_1/valid.csv,sim-datasets-data/llm-srbench/lsrtransform/III.10.19_1_1/id_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.10.19_1_1/ood_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.10.19_1_1/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.10.19_1_1,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.10.19_1_1/ood_test.csv 中缺少目标列 Bx')
llm-srbench,lsrtransform,III.10.19_2_1,sim-datasets-data/llm-srbench/lsrtransform/III.10.19_2_1,sim-datasets-data/llm-srbench/lsrtransform/III.10.19_2_1/train.csv,sim-datasets-data/llm-srbench/lsrtransform/III.10.19_2_1/valid.csv,sim-datasets-data/llm-srbench/lsrtransform/III.10.19_2_1/id_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.10.19_2_1/ood_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.10.19_2_1/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.10.19_2_1,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.10.19_2_1/ood_test.csv 中缺少目标列 By')
llm-srbench,lsrtransform,III.10.19_3_1,sim-datasets-data/llm-srbench/lsrtransform/III.10.19_3_1,sim-datasets-data/llm-srbench/lsrtransform/III.10.19_3_1/train.csv,sim-datasets-data/llm-srbench/lsrtransform/III.10.19_3_1/valid.csv,sim-datasets-data/llm-srbench/lsrtransform/III.10.19_3_1/id_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.10.19_3_1/ood_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.10.19_3_1/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.10.19_3_1,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.10.19_3_1/ood_test.csv 中缺少目标列 Bz')
llm-srbench,lsrtransform,III.12.43_0_0,sim-datasets-data/llm-srbench/lsrtransform/III.12.43_0_0,sim-datasets-data/llm-srbench/lsrtransform/III.12.43_0_0/train.csv,sim-datasets-data/llm-srbench/lsrtransform/III.12.43_0_0/valid.csv,sim-datasets-data/llm-srbench/lsrtransform/III.12.43_0_0/id_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.12.43_0_0/ood_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.12.43_0_0/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.12.43_0_0,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.12.43_0_0/ood_test.csv 中缺少目标列 n')
llm-srbench,lsrtransform,III.13.18_0_0,sim-datasets-data/llm-srbench/lsrtransform/III.13.18_0_0,sim-datasets-data/llm-srbench/lsrtransform/III.13.18_0_0/train.csv,sim-datasets-data/llm-srbench/lsrtransform/III.13.18_0_0/valid.csv,sim-datasets-data/llm-srbench/lsrtransform/III.13.18_0_0/id_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.13.18_0_0/ood_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.13.18_0_0/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.13.18_0_0,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.13.18_0_0/ood_test.csv 中缺少目标列 E_n')
llm-srbench,lsrtransform,III.13.18_1_1,sim-datasets-data/llm-srbench/lsrtransform/III.13.18_1_1,sim-datasets-data/llm-srbench/lsrtransform/III.13.18_1_1/train.csv,sim-datasets-data/llm-srbench/lsrtransform/III.13.18_1_1/valid.csv,sim-datasets-data/llm-srbench/lsrtransform/III.13.18_1_1/id_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.13.18_1_1/ood_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.13.18_1_1/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.13.18_1_1,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.13.18_1_1/ood_test.csv 中缺少目标列 d')
llm-srbench,lsrtransform,III.15.12_0_0,sim-datasets-data/llm-srbench/lsrtransform/III.15.12_0_0,sim-datasets-data/llm-srbench/lsrtransform/III.15.12_0_0/train.csv,sim-datasets-data/llm-srbench/lsrtransform/III.15.12_0_0/valid.csv,sim-datasets-data/llm-srbench/lsrtransform/III.15.12_0_0/id_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.15.12_0_0/ood_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.15.12_0_0/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.15.12_0_0,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.15.12_0_0/ood_test.csv 中缺少目标列 U')
llm-srbench,lsrtransform,III.15.14_1_0,sim-datasets-data/llm-srbench/lsrtransform/III.15.14_1_0,sim-datasets-data/llm-srbench/lsrtransform/III.15.14_1_0/train.csv,sim-datasets-data/llm-srbench/lsrtransform/III.15.14_1_0/valid.csv,sim-datasets-data/llm-srbench/lsrtransform/III.15.14_1_0/id_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.15.14_1_0/ood_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.15.14_1_0/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.15.14_1_0,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.15.14_1_0/ood_test.csv 中缺少目标列 E_n')
llm-srbench,lsrtransform,III.15.27_1_0,sim-datasets-data/llm-srbench/lsrtransform/III.15.27_1_0,sim-datasets-data/llm-srbench/lsrtransform/III.15.27_1_0/train.csv,sim-datasets-data/llm-srbench/lsrtransform/III.15.27_1_0/valid.csv,sim-datasets-data/llm-srbench/lsrtransform/III.15.27_1_0/id_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.15.27_1_0/ood_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.15.27_1_0/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.15.27_1_0,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.15.27_1_0/ood_test.csv 中缺少目标列 n')
llm-srbench,lsrtransform,III.15.27_2_0,sim-datasets-data/llm-srbench/lsrtransform/III.15.27_2_0,sim-datasets-data/llm-srbench/lsrtransform/III.15.27_2_0/train.csv,sim-datasets-data/llm-srbench/lsrtransform/III.15.27_2_0/valid.csv,sim-datasets-data/llm-srbench/lsrtransform/III.15.27_2_0/id_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.15.27_2_0/ood_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.15.27_2_0/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.15.27_2_0,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.15.27_2_0/ood_test.csv 中缺少目标列 d')
llm-srbench,lsrtransform,III.17.37_0_0,sim-datasets-data/llm-srbench/lsrtransform/III.17.37_0_0,sim-datasets-data/llm-srbench/lsrtransform/III.17.37_0_0/train.csv,sim-datasets-data/llm-srbench/lsrtransform/III.17.37_0_0/valid.csv,sim-datasets-data/llm-srbench/lsrtransform/III.17.37_0_0/id_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.17.37_0_0/ood_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.17.37_0_0/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.17.37_0_0,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.17.37_0_0/ood_test.csv 中缺少目标列 beta')
llm-srbench,lsrtransform,III.17.37_1_0,sim-datasets-data/llm-srbench/lsrtransform/III.17.37_1_0,sim-datasets-data/llm-srbench/lsrtransform/III.17.37_1_0/train.csv,sim-datasets-data/llm-srbench/lsrtransform/III.17.37_1_0/valid.csv,sim-datasets-data/llm-srbench/lsrtransform/III.17.37_1_0/id_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.17.37_1_0/ood_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.17.37_1_0/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.17.37_1_0,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.17.37_1_0/ood_test.csv 中缺少目标列 alpha')
llm-srbench,lsrtransform,III.19.51_1_0,sim-datasets-data/llm-srbench/lsrtransform/III.19.51_1_0,sim-datasets-data/llm-srbench/lsrtransform/III.19.51_1_0/train.csv,sim-datasets-data/llm-srbench/lsrtransform/III.19.51_1_0/valid.csv,sim-datasets-data/llm-srbench/lsrtransform/III.19.51_1_0/id_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.19.51_1_0/ood_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.19.51_1_0/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.19.51_1_0,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.19.51_1_0/ood_test.csv 中缺少目标列 q')
llm-srbench,lsrtransform,III.19.51_3_0,sim-datasets-data/llm-srbench/lsrtransform/III.19.51_3_0,sim-datasets-data/llm-srbench/lsrtransform/III.19.51_3_0/train.csv,sim-datasets-data/llm-srbench/lsrtransform/III.19.51_3_0/valid.csv,sim-datasets-data/llm-srbench/lsrtransform/III.19.51_3_0/id_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.19.51_3_0/ood_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.19.51_3_0/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.19.51_3_0,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.19.51_3_0/ood_test.csv 中缺少目标列 n')
llm-srbench,lsrtransform,III.21.20_2_0,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/train.csv,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/valid.csv,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/id_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/ood_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_2_0/ood_test.csv 中缺少目标列 A_vec')
llm-srbench,lsrtransform,III.21.20_3_0,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0/train.csv,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0/valid.csv,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0/id_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0/ood_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.21.20_3_0/ood_test.csv 中缺少目标列 m')
llm-srbench,lsrtransform,III.4.33_3_0,sim-datasets-data/llm-srbench/lsrtransform/III.4.33_3_0,sim-datasets-data/llm-srbench/lsrtransform/III.4.33_3_0/train.csv,sim-datasets-data/llm-srbench/lsrtransform/III.4.33_3_0/valid.csv,sim-datasets-data/llm-srbench/lsrtransform/III.4.33_3_0/id_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.4.33_3_0/ood_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.4.33_3_0/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.4.33_3_0,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.4.33_3_0/ood_test.csv 中缺少目标列 T')
llm-srbench,lsrtransform,III.9.52_0_0,sim-datasets-data/llm-srbench/lsrtransform/III.9.52_0_0,sim-datasets-data/llm-srbench/lsrtransform/III.9.52_0_0/train.csv,sim-datasets-data/llm-srbench/lsrtransform/III.9.52_0_0/valid.csv,sim-datasets-data/llm-srbench/lsrtransform/III.9.52_0_0/id_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.9.52_0_0/ood_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.9.52_0_0/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.9.52_0_0,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.9.52_0_0/ood_test.csv 中缺少目标列 p_d')
llm-srbench,lsrtransform,III.9.52_1_0,sim-datasets-data/llm-srbench/lsrtransform/III.9.52_1_0,sim-datasets-data/llm-srbench/lsrtransform/III.9.52_1_0/train.csv,sim-datasets-data/llm-srbench/lsrtransform/III.9.52_1_0/valid.csv,sim-datasets-data/llm-srbench/lsrtransform/III.9.52_1_0/id_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.9.52_1_0/ood_test.csv,sim-datasets-data/llm-srbench/lsrtransform/III.9.52_1_0/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.9.52_1_0,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/llm-srbench/lsrtransform/III.9.52_1_0/ood_test.csv 中缺少目标列 Ef')
srsd,srsd-feynman_easy,feynman-i.12.1,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.12.1,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.12.1/train.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.12.1/valid.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.12.1/id_test.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.12.1/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.12.1/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.12.1,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.12.1/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_easy,feynman-i.12.4,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.12.4,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.12.4/train.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.12.4/valid.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.12.4/id_test.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.12.4/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.12.4/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.12.4,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.12.4/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_easy,feynman-i.12.5,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.12.5,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.12.5/train.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.12.5/valid.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.12.5/id_test.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.12.5/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.12.5/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.12.5,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.12.5/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_easy,feynman-i.14.3,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.14.3,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.14.3/train.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.14.3/valid.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.14.3/id_test.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.14.3/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.14.3/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.14.3,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.14.3/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_easy,feynman-i.14.4,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.14.4,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.14.4/train.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.14.4/valid.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.14.4/id_test.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.14.4/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.14.4/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.14.4,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.14.4/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_easy,feynman-i.18.12,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.18.12,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.18.12/train.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.18.12/valid.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.18.12/id_test.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.18.12/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.18.12/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.18.12,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.18.12/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_easy,feynman-i.18.16,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.18.16,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.18.16/train.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.18.16/valid.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.18.16/id_test.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.18.16/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.18.16/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.18.16,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.18.16/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_easy,feynman-i.25.13,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.25.13,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.25.13/train.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.25.13/valid.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.25.13/id_test.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.25.13/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.25.13/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.25.13,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.25.13/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_easy,feynman-i.26.2,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.26.2,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.26.2/train.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.26.2/valid.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.26.2/id_test.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.26.2/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.26.2/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.26.2,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.26.2/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_easy,feynman-i.27.6,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.27.6,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.27.6/train.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.27.6/valid.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.27.6/id_test.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.27.6/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.27.6/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.27.6,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.27.6/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_easy,feynman-i.30.5,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.30.5,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.30.5/train.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.30.5/valid.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.30.5/id_test.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.30.5/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.30.5/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.30.5,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.30.5/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_easy,feynman-i.43.16,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.43.16,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.43.16/train.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.43.16/valid.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.43.16/id_test.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.43.16/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.43.16/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.43.16,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy/feynman-i.43.16/ood_test.csv 中缺少目标列 y')
