experiment_id,remote_dir,status,created_at_local,created_at_utc,seed,problem_name,dataset_name,dataset_family,dataset_key,train_path,model_alias,llm_model,llm_config_path,prompts_type,prompt_level,prompt_family,prompt_naming,prompt_setting,wandb_project,wandb_name,wandb_group,wandb_tags,niterations,samples_per_iteration,max_params,feature_count,feature_names,target_name,progress_entries,final_iteration,best_nmse,best_mse,best_sample_order,llm_prompt_tokens,llm_thinking_tokens,llm_content_tokens,llm_total_tokens,llm_time_seconds,background_sha1,background_preview
llm-srbench_crk0__llmsr__4omini__L1_Struct_Anon__s2025_llmsr_seed1314_20251128-065800,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_crk0__llmsr__4omini__L1_Struct_Anon__s2025_llmsr_seed1314_20251128-065800,success,2025-11-28T06:58:00.164191+08:00,2025-11-27T22:58:00.164207Z,1314,llm-srbench_crk0__llmsr__4omini__L1_Struct_Anon__s2025,llm-srbench_crk0,llm-srbench,crk0,llm-srbench/chem_react/CRK0/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Anon,L1,Struct,Anon,s2025,1.llm_background_ablation,llm-srbench_crk0__llmsr__4omini__L1_Struct_Anon__s2025,sim-group,"sim,llmsr,4omini,L1_Struct_Anon",250,4,10,2,"x0,x1",y,251,251,3.8018426434689895e-05,4.3319772962945424e-09,19,1068164,0,725766,1793930,10072.29,a1aaf4b9d454,"This is a problem from the natural sciences. Args: t, A: Independent variables (anonymized) params: Array of numeric constants or parameters to be optimized Return: y: Dependent va"
llm-srbench_crk0__llmsr__4omini__L1_Struct_Anon__s2025_llmsr_seed1314_20251128-074426,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_crk0__llmsr__4omini__L1_Struct_Anon__s2025_llmsr_seed1314_20251128-074426,success,2025-11-28T07:44:26.376301+08:00,2025-11-27T23:44:26.376324Z,1314,llm-srbench_crk0__llmsr__4omini__L1_Struct_Anon__s2025,llm-srbench_crk0,llm-srbench,crk0,llm-srbench/chem_react/CRK0/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Anon,L1,Struct,Anon,s2025,1.llm_background_ablation,llm-srbench_crk0__llmsr__4omini__L1_Struct_Anon__s2025,sim-group,"sim,llmsr,4omini,L1_Struct_Anon",250,4,10,2,"x0,x1",y,250,251,1.7300743892938443e-05,1.9713185626439016e-09,940,930624,0,645820,1576444,9363.02,a1aaf4b9d454,"This is a problem from the natural sciences. Args: t, A: Independent variables (anonymized) params: Array of numeric constants or parameters to be optimized Return: y: Dependent va"
llm-srbench_crk0__llmsr__4omini__L1_Struct_Anon__s2025_llmsr_seed1314_20251128-074939,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_crk0__llmsr__4omini__L1_Struct_Anon__s2025_llmsr_seed1314_20251128-074939,success,2025-11-28T07:49:39.317877+08:00,2025-11-27T23:49:39.317891Z,1314,llm-srbench_crk0__llmsr__4omini__L1_Struct_Anon__s2025,llm-srbench_crk0,llm-srbench,crk0,llm-srbench/chem_react/CRK0/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Anon,L1,Struct,Anon,s2025,1.llm_background_ablation,llm-srbench_crk0__llmsr__4omini__L1_Struct_Anon__s2025,sim-group,"sim,llmsr,4omini,L1_Struct_Anon",250,4,10,2,"x0,x1",y,250,251,3.8018426434689895e-05,4.3319772962945424e-09,7,999804,0,698565,1698369,9980.29,a1aaf4b9d454,"This is a problem from the natural sciences. Args: t, A: Independent variables (anonymized) params: Array of numeric constants or parameters to be optimized Return: y: Dependent va"
llm-srbench_crk0__llmsr__4omini__L1_Struct_Named__s10_llmsr_seed1314_20251128-073303,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_crk0__llmsr__4omini__L1_Struct_Named__s10_llmsr_seed1314_20251128-073303,success,2025-11-28T07:33:03.949750+08:00,2025-11-27T23:33:03.949763Z,1314,llm-srbench_crk0__llmsr__4omini__L1_Struct_Named__s10,llm-srbench_crk0,llm-srbench,crk0,llm-srbench/chem_react/CRK0/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Named,L1,Struct,Named,s10,1.llm_background_ablation,llm-srbench_crk0__llmsr__4omini__L1_Struct_Named__s10,sim-group,"sim,llmsr,4omini,L1_Struct_Named",250,4,10,2,"x0,x1",y,251,251,5.7300819052978863e-08,6.529093139165082e-12,940,1027324,0,617961,1645285,8836.24,5618b9be1b4d,"This is a problem from the natural sciences. Args: t represents ['Time', A represents 'Concentration at time t'], params: Array of numeric constants or parameters to be optimized R"
llm-srbench_crk0__llmsr__4omini__L1_Struct_Named__s10_llmsr_seed1314_20251128-074215,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_crk0__llmsr__4omini__L1_Struct_Named__s10_llmsr_seed1314_20251128-074215,success,2025-11-28T07:42:15.525238+08:00,2025-11-27T23:42:15.525254Z,1314,llm-srbench_crk0__llmsr__4omini__L1_Struct_Named__s10,llm-srbench_crk0,llm-srbench,crk0,llm-srbench/chem_react/CRK0/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Named,L1,Struct,Named,s10,1.llm_background_ablation,llm-srbench_crk0__llmsr__4omini__L1_Struct_Named__s10,sim-group,"sim,llmsr,4omini,L1_Struct_Named",250,4,10,2,"x0,x1",y,251,251,1.062634977843368e-07,1.2108103964202043e-11,750,1033728,0,630376,1664104,8961.22,5618b9be1b4d,"This is a problem from the natural sciences. Args: t represents ['Time', A represents 'Concentration at time t'], params: Array of numeric constants or parameters to be optimized R"
llm-srbench_crk0__llmsr__4omini__L1_Struct_Named__s18_llmsr_seed1314_20251128-073300,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_crk0__llmsr__4omini__L1_Struct_Named__s18_llmsr_seed1314_20251128-073300,success,2025-11-28T07:33:00.845202+08:00,2025-11-27T23:33:00.845219Z,1314,llm-srbench_crk0__llmsr__4omini__L1_Struct_Named__s18,llm-srbench_crk0,llm-srbench,crk0,llm-srbench/chem_react/CRK0/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Named,L1,Struct,Named,s18,1.llm_background_ablation,llm-srbench_crk0__llmsr__4omini__L1_Struct_Named__s18,sim-group,"sim,llmsr,4omini,L1_Struct_Named",250,4,10,2,"x0,x1",y,251,251,1.6407650235067605e-07,1.8695557646489016e-11,610,1042804,0,630970,1673774,9234.8,5618b9be1b4d,"This is a problem from the natural sciences. Args: t represents ['Time', A represents 'Concentration at time t'], params: Array of numeric constants or parameters to be optimized R"
llm-srbench_crk0__llmsr__4omini__L1_Struct_Named__s18_llmsr_seed1314_20251128-074144,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_crk0__llmsr__4omini__L1_Struct_Named__s18_llmsr_seed1314_20251128-074144,success,2025-11-28T07:41:44.177356+08:00,2025-11-27T23:41:44.177372Z,1314,llm-srbench_crk0__llmsr__4omini__L1_Struct_Named__s18,llm-srbench_crk0,llm-srbench,crk0,llm-srbench/chem_react/CRK0/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Named,L1,Struct,Named,s18,1.llm_background_ablation,llm-srbench_crk0__llmsr__4omini__L1_Struct_Named__s18,sim-group,"sim,llmsr,4omini,L1_Struct_Named",250,4,10,2,"x0,x1",y,251,251,5.5435728112039305e-08,6.316576936645384e-12,312,1016268,0,633484,1649752,9563.72,5618b9be1b4d,"This is a problem from the natural sciences. Args: t represents ['Time', A represents 'Concentration at time t'], params: Array of numeric constants or parameters to be optimized R"
llm-srbench_crk0__llmsr__4omini__L1_Struct_Named__s2025_llmsr_seed1314_20251128-073258,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_crk0__llmsr__4omini__L1_Struct_Named__s2025_llmsr_seed1314_20251128-073258,success,2025-11-28T07:32:58.613283+08:00,2025-11-27T23:32:58.613299Z,1314,llm-srbench_crk0__llmsr__4omini__L1_Struct_Named__s2025,llm-srbench_crk0,llm-srbench,crk0,llm-srbench/chem_react/CRK0/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Named,L1,Struct,Named,s2025,1.llm_background_ablation,llm-srbench_crk0__llmsr__4omini__L1_Struct_Named__s2025,sim-group,"sim,llmsr,4omini,L1_Struct_Named",250,4,10,2,"x0,x1",y,250,251,1.1350575226830292e-07,1.293331649771979e-11,487,996000,0,622309,1618309,8824.93,5618b9be1b4d,"This is a problem from the natural sciences. Args: t represents ['Time', A represents 'Concentration at time t'], params: Array of numeric constants or parameters to be optimized R"
llm-srbench_crk0__llmsr__4omini__L1_Struct_Named__s2025_llmsr_seed1314_20251128-074157,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_crk0__llmsr__4omini__L1_Struct_Named__s2025_llmsr_seed1314_20251128-074157,success,2025-11-28T07:41:57.686419+08:00,2025-11-27T23:41:57.686432Z,1314,llm-srbench_crk0__llmsr__4omini__L1_Struct_Named__s2025,llm-srbench_crk0,llm-srbench,crk0,llm-srbench/chem_react/CRK0/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Named,L1,Struct,Named,s2025,1.llm_background_ablation,llm-srbench_crk0__llmsr__4omini__L1_Struct_Named__s2025,sim-group,"sim,llmsr,4omini,L1_Struct_Named",250,4,10,2,"x0,x1",y,251,251,1.1277452570940259e-07,1.284999750878043e-11,792,1003380,0,615659,1619039,8868.26,5618b9be1b4d,"This is a problem from the natural sciences. Args: t represents ['Time', A represents 'Concentration at time t'], params: Array of numeric constants or parameters to be optimized R"
llm-srbench_crk0__llmsr__4omini__L2_SciPrior_Anon__s10_llmsr_seed1314_20251128-044021,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_crk0__llmsr__4omini__L2_SciPrior_Anon__s10_llmsr_seed1314_20251128-044021,success,2025-11-28T04:40:21.458875+08:00,2025-11-27T20:40:21.458894Z,1314,llm-srbench_crk0__llmsr__4omini__L2_SciPrior_Anon__s10,llm-srbench_crk0,llm-srbench,crk0,llm-srbench/chem_react/CRK0/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L2_SciPrior_Anon,L2,SciPrior,Anon,s10,1.llm_background_ablation,llm-srbench_crk0__llmsr__4omini__L2_SciPrior_Anon__s10,sim-group,"sim,llmsr,4omini,L2_SciPrior_Anon",250,4,10,2,"x0,x1",y,251,251,5.626102065719055e-05,6.410614194461352e-09,572,1024088,0,682423,1706511,9228.77,a80f105ba18d,"These data originate from real-world experiments in the natural sciences. Args: t, A: Independent variables (anonymized) params: Array of numeric constants or parameters to be opti"
llm-srbench_crk0__llmsr__4omini__L2_SciPrior_Anon__s18_llmsr_seed1314_20251128-044021,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_crk0__llmsr__4omini__L2_SciPrior_Anon__s18_llmsr_seed1314_20251128-044021,success,2025-11-28T04:40:21.442538+08:00,2025-11-27T20:40:21.442552Z,1314,llm-srbench_crk0__llmsr__4omini__L2_SciPrior_Anon__s18,llm-srbench_crk0,llm-srbench,crk0,llm-srbench/chem_react/CRK0/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L2_SciPrior_Anon,L2,SciPrior,Anon,s18,1.llm_background_ablation,llm-srbench_crk0__llmsr__4omini__L2_SciPrior_Anon__s18,sim-group,"sim,llmsr,4omini,L2_SciPrior_Anon",250,4,10,2,"x0,x1",y,251,251,6.203655431118468e-05,7.068702469263242e-09,654,1058572,0,694575,1753147,9150.44,a80f105ba18d,"These data originate from real-world experiments in the natural sciences. Args: t, A: Independent variables (anonymized) params: Array of numeric constants or parameters to be opti"
llm-srbench_crk0__llmsr__4omini__L2_SciPrior_Anon__s2025_llmsr_seed1314_20251128-044021,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_crk0__llmsr__4omini__L2_SciPrior_Anon__s2025_llmsr_seed1314_20251128-044021,success,2025-11-28T04:40:21.330875+08:00,2025-11-27T20:40:21.330889Z,1314,llm-srbench_crk0__llmsr__4omini__L2_SciPrior_Anon__s2025,llm-srbench_crk0,llm-srbench,crk0,llm-srbench/chem_react/CRK0/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L2_SciPrior_Anon,L2,SciPrior,Anon,s2025,1.llm_background_ablation,llm-srbench_crk0__llmsr__4omini__L2_SciPrior_Anon__s2025,sim-group,"sim,llmsr,4omini,L2_SciPrior_Anon",250,4,10,2,"x0,x1",y,251,251,7.781320318720123e-05,8.866359320209444e-09,726,1058776,0,704249,1763025,9662.2,a80f105ba18d,"These data originate from real-world experiments in the natural sciences. Args: t, A: Independent variables (anonymized) params: Array of numeric constants or parameters to be opti"
llm-srbench_crk0__llmsr__4omini__L2_SciPrior_Named__s10_llmsr_seed1314_20251128-044150,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_crk0__llmsr__4omini__L2_SciPrior_Named__s10_llmsr_seed1314_20251128-044150,success,2025-11-28T04:41:50.535814+08:00,2025-11-27T20:41:50.535829Z,1314,llm-srbench_crk0__llmsr__4omini__L2_SciPrior_Named__s10,llm-srbench_crk0,llm-srbench,crk0,llm-srbench/chem_react/CRK0/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L2_SciPrior_Named,L2,SciPrior,Named,s10,1.llm_background_ablation,llm-srbench_crk0__llmsr__4omini__L2_SciPrior_Named__s10,sim-group,"sim,llmsr,4omini,L2_SciPrior_Named",250,4,10,2,"x0,x1",y,250,251,3.2065044311162875e-07,3.6536242287474634e-11,983,997348,0,668262,1665610,8436.91,d0b1aec14246,"These data originate from real-world experiments in the natural sciences. Args: t represents ['Time', A represents 'Concentration at time t'], params: Array of numeric constants or"
llm-srbench_crk0__llmsr__4omini__L2_SciPrior_Named__s18_llmsr_seed1314_20251128-044150,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_crk0__llmsr__4omini__L2_SciPrior_Named__s18_llmsr_seed1314_20251128-044150,success,2025-11-28T04:41:50.856843+08:00,2025-11-27T20:41:50.856870Z,1314,llm-srbench_crk0__llmsr__4omini__L2_SciPrior_Named__s18,llm-srbench_crk0,llm-srbench,crk0,llm-srbench/chem_react/CRK0/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L2_SciPrior_Named,L2,SciPrior,Named,s18,1.llm_background_ablation,llm-srbench_crk0__llmsr__4omini__L2_SciPrior_Named__s18,sim-group,"sim,llmsr,4omini,L2_SciPrior_Named",250,4,10,2,"x0,x1",y,251,251,2.8005369042333104e-07,3.1910479796986e-11,258,966568,0,633853,1600421,9095.3,d0b1aec14246,"These data originate from real-world experiments in the natural sciences. Args: t represents ['Time', A represents 'Concentration at time t'], params: Array of numeric constants or"
llm-srbench_crk0__llmsr__4omini__L2_SciPrior_Named__s2025_llmsr_seed1314_20251128-044150,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_crk0__llmsr__4omini__L2_SciPrior_Named__s2025_llmsr_seed1314_20251128-044150,success,2025-11-28T04:41:50.482742+08:00,2025-11-27T20:41:50.482762Z,1314,llm-srbench_crk0__llmsr__4omini__L2_SciPrior_Named__s2025,llm-srbench_crk0,llm-srbench,crk0,llm-srbench/chem_react/CRK0/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L2_SciPrior_Named,L2,SciPrior,Named,s2025,1.llm_background_ablation,llm-srbench_crk0__llmsr__4omini__L2_SciPrior_Named__s2025,sim-group,"sim,llmsr,4omini,L2_SciPrior_Named",250,4,10,2,"x0,x1",y,250,251,4.240448925132416e-06,4.831743497150359e-10,532,972928,0,650393,1623321,8879.06,d0b1aec14246,"These data originate from real-world experiments in the natural sciences. Args: t represents ['Time', A represents 'Concentration at time t'], params: Array of numeric constants or"
llm-srbench_crk0__llmsr__4omini__L3_Abstract_Anon__s10_llmsr_seed1314_20251128-071659,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_crk0__llmsr__4omini__L3_Abstract_Anon__s10_llmsr_seed1314_20251128-071659,success,2025-11-28T07:16:59.032371+08:00,2025-11-27T23:16:59.032384Z,1314,llm-srbench_crk0__llmsr__4omini__L3_Abstract_Anon__s10,llm-srbench_crk0,llm-srbench,crk0,llm-srbench/chem_react/CRK0/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L3_Abstract_Anon,L3,Abstract,Anon,s10,1.llm_background_ablation,llm-srbench_crk0__llmsr__4omini__L3_Abstract_Anon__s10,sim-group,"sim,llmsr,4omini,L3_Abstract_Anon",250,4,10,2,"x0,x1",y,251,251,0.00019599420672860305,2.233239335173691e-08,500,888936,0,651478,1540414,9625.24,c00bc7fda773,"This is an abstract symbolic regression problem. Args: t, A: Independent variables (anonymized) params: Array of numeric constants or parameters to be optimized Return: y: Dependen"
llm-srbench_crk0__llmsr__4omini__L3_Abstract_Anon__s18_llmsr_seed1314_20251128-071345,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_crk0__llmsr__4omini__L3_Abstract_Anon__s18_llmsr_seed1314_20251128-071345,success,2025-11-28T07:13:45.361769+08:00,2025-11-27T23:13:45.361782Z,1314,llm-srbench_crk0__llmsr__4omini__L3_Abstract_Anon__s18,llm-srbench_crk0,llm-srbench,crk0,llm-srbench/chem_react/CRK0/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L3_Abstract_Anon,L3,Abstract,Anon,s18,1.llm_background_ablation,llm-srbench_crk0__llmsr__4omini__L3_Abstract_Anon__s18,sim-group,"sim,llmsr,4omini,L3_Abstract_Anon",250,4,10,2,"x0,x1",y,251,251,0.0001619382539744172,1.8451916752100494e-08,26,813324,0,621097,1434421,9174.98,c00bc7fda773,"This is an abstract symbolic regression problem. Args: t, A: Independent variables (anonymized) params: Array of numeric constants or parameters to be optimized Return: y: Dependen"
llm-srbench_crk0__llmsr__4omini__L3_Abstract_Anon__s2025_llmsr_seed1314_20251128-071539,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_crk0__llmsr__4omini__L3_Abstract_Anon__s2025_llmsr_seed1314_20251128-071539,success,2025-11-28T07:15:39.465954+08:00,2025-11-27T23:15:39.465966Z,1314,llm-srbench_crk0__llmsr__4omini__L3_Abstract_Anon__s2025,llm-srbench_crk0,llm-srbench,crk0,llm-srbench/chem_react/CRK0/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L3_Abstract_Anon,L3,Abstract,Anon,s2025,1.llm_background_ablation,llm-srbench_crk0__llmsr__4omini__L3_Abstract_Anon__s2025,sim-group,"sim,llmsr,4omini,L3_Abstract_Anon",250,4,10,2,"x0,x1",y,251,251,0.00016194327030969504,1.845248833416141e-08,34,843592,0,639964,1483556,8018.9,c00bc7fda773,"This is an abstract symbolic regression problem. Args: t, A: Independent variables (anonymized) params: Array of numeric constants or parameters to be optimized Return: y: Dependen"
llm-srbench_crk0__llmsr__4omini__L3_Abstract_Named__s10_llmsr_seed1314_20251128-044222,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_crk0__llmsr__4omini__L3_Abstract_Named__s10_llmsr_seed1314_20251128-044222,success,2025-11-28T04:42:22.581260+08:00,2025-11-27T20:42:22.581791Z,1314,llm-srbench_crk0__llmsr__4omini__L3_Abstract_Named__s10,llm-srbench_crk0,llm-srbench,crk0,llm-srbench/chem_react/CRK0/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L3_Abstract_Named,L3,Abstract,Named,s10,1.llm_background_ablation,llm-srbench_crk0__llmsr__4omini__L3_Abstract_Named__s10,sim-group,"sim,llmsr,4omini,L3_Abstract_Named",250,4,10,2,"x0,x1",y,251,251,5.498138077742896e-08,6.264806715656751e-12,370,1008884,0,697692,1706576,10131.64,5a71023160a7,"This is an abstract symbolic regression problem. Args: t represents ['Time', A represents 'Concentration at time t'], params: Array of numeric constants or parameters to be optimiz"
llm-srbench_crk0__llmsr__4omini__L3_Abstract_Named__s18_llmsr_seed1314_20251128-044154,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_crk0__llmsr__4omini__L3_Abstract_Named__s18_llmsr_seed1314_20251128-044154,success,2025-11-28T04:41:54.141342+08:00,2025-11-27T20:41:54.141361Z,1314,llm-srbench_crk0__llmsr__4omini__L3_Abstract_Named__s18,llm-srbench_crk0,llm-srbench,crk0,llm-srbench/chem_react/CRK0/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L3_Abstract_Named,L3,Abstract,Named,s18,1.llm_background_ablation,llm-srbench_crk0__llmsr__4omini__L3_Abstract_Named__s18,sim-group,"sim,llmsr,4omini,L3_Abstract_Named",250,4,10,2,"x0,x1",y,251,251,8.160418923109501e-08,9.298320003825024e-12,45,995588,0,699388,1694976,9646.16,5a71023160a7,"This is an abstract symbolic regression problem. Args: t represents ['Time', A represents 'Concentration at time t'], params: Array of numeric constants or parameters to be optimiz"
llm-srbench_crk0__llmsr__4omini__L3_Abstract_Named__s2025_llmsr_seed1314_20251128-044154,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_crk0__llmsr__4omini__L3_Abstract_Named__s2025_llmsr_seed1314_20251128-044154,success,2025-11-28T04:41:54.134134+08:00,2025-11-27T20:41:54.134154Z,1314,llm-srbench_crk0__llmsr__4omini__L3_Abstract_Named__s2025,llm-srbench_crk0,llm-srbench,crk0,llm-srbench/chem_react/CRK0/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L3_Abstract_Named,L3,Abstract,Named,s2025,1.llm_background_ablation,llm-srbench_crk0__llmsr__4omini__L3_Abstract_Named__s2025,sim-group,"sim,llmsr,4omini,L3_Abstract_Named",250,4,10,2,"x0,x1",y,251,251,2.0982357132745416e-08,2.390816855030586e-12,558,1057500,0,726068,1783568,10190.73,5a71023160a7,"This is an abstract symbolic regression problem. Args: t represents ['Time', A represents 'Concentration at time t'], params: Array of numeric constants or parameters to be optimiz"
llm-srbench_crk2__llmsr__4omini__L0_Domain__s10_llmsr_seed1314_20251128-044144,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_crk2__llmsr__4omini__L0_Domain__s10_llmsr_seed1314_20251128-044144,success,2025-11-28T04:41:44.926631+08:00,2025-11-27T20:41:44.926645Z,1314,llm-srbench_crk2__llmsr__4omini__L0_Domain__s10,llm-srbench_crk2,llm-srbench,crk2,llm-srbench/chem_react/CRK2/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L0_Domain,L0,Domain,,s10,1.llm_background_ablation,llm-srbench_crk2__llmsr__4omini__L0_Domain__s10,sim-group,"sim,llmsr,4omini,L0_Domain",250,4,10,2,"x0,x1",y,250,251,2.472290884251082e-05,1.189762307299328e-11,194,1005728,0,681260,1686988,10073.84,6a702de1ebf9,"Mathematical function for Rate of change of concentration in chemistry reaction kinetics Args: t represents ['Time', A represents 'Concentration at time t'], params: Array of numer"
llm-srbench_crk2__llmsr__4omini__L0_Domain__s18_llmsr_seed1314_20251128-044203,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_crk2__llmsr__4omini__L0_Domain__s18_llmsr_seed1314_20251128-044203,success,2025-11-28T04:42:03.398748+08:00,2025-11-27T20:42:03.399510Z,1314,llm-srbench_crk2__llmsr__4omini__L0_Domain__s18,llm-srbench_crk2,llm-srbench,crk2,llm-srbench/chem_react/CRK2/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L0_Domain,L0,Domain,,s18,1.llm_background_ablation,llm-srbench_crk2__llmsr__4omini__L0_Domain__s18,sim-group,"sim,llmsr,4omini,L0_Domain",250,4,10,2,"x0,x1",y,250,251,3.3702546868838224e-06,1.6218973333584647e-12,559,983656,0,659254,1642910,9448.52,6a702de1ebf9,"Mathematical function for Rate of change of concentration in chemistry reaction kinetics Args: t represents ['Time', A represents 'Concentration at time t'], params: Array of numer"
llm-srbench_crk2__llmsr__4omini__L0_Domain__s2025_llmsr_seed1314_20251128-044145,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_crk2__llmsr__4omini__L0_Domain__s2025_llmsr_seed1314_20251128-044145,success,2025-11-28T04:41:45.919832+08:00,2025-11-27T20:41:45.919851Z,1314,llm-srbench_crk2__llmsr__4omini__L0_Domain__s2025,llm-srbench_crk2,llm-srbench,crk2,llm-srbench/chem_react/CRK2/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L0_Domain,L0,Domain,,s2025,1.llm_background_ablation,llm-srbench_crk2__llmsr__4omini__L0_Domain__s2025,sim-group,"sim,llmsr,4omini,L0_Domain",250,4,10,2,"x0,x1",y,251,251,5.704426336206236e-06,2.74519130528595e-12,579,985868,0,670507,1656375,9288.88,6a702de1ebf9,"Mathematical function for Rate of change of concentration in chemistry reaction kinetics Args: t represents ['Time', A represents 'Concentration at time t'], params: Array of numer"
llm-srbench_crk2__llmsr__4omini__L1_Struct_Anon__s10_llmsr_seed1314_20251128-070613,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_crk2__llmsr__4omini__L1_Struct_Anon__s10_llmsr_seed1314_20251128-070613,success,2025-11-28T07:06:13.624414+08:00,2025-11-27T23:06:13.624426Z,1314,llm-srbench_crk2__llmsr__4omini__L1_Struct_Anon__s10,llm-srbench_crk2,llm-srbench,crk2,llm-srbench/chem_react/CRK2/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Anon,L1,Struct,Anon,s10,1.llm_background_ablation,llm-srbench_crk2__llmsr__4omini__L1_Struct_Anon__s10,sim-group,"sim,llmsr,4omini,L1_Struct_Anon",250,4,10,2,"x0,x1",y,250,251,4.849863216896379e-06,2.333942372144736e-12,37,1029752,0,694876,1724628,10264.97,a1aaf4b9d454,"This is a problem from the natural sciences. Args: t, A: Independent variables (anonymized) params: Array of numeric constants or parameters to be optimized Return: y: Dependent va"
llm-srbench_crk2__llmsr__4omini__L1_Struct_Anon__s18_llmsr_seed1314_20251128-070236,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_crk2__llmsr__4omini__L1_Struct_Anon__s18_llmsr_seed1314_20251128-070236,success,2025-11-28T07:02:36.291617+08:00,2025-11-27T23:02:36.291631Z,1314,llm-srbench_crk2__llmsr__4omini__L1_Struct_Anon__s18,llm-srbench_crk2,llm-srbench,crk2,llm-srbench/chem_react/CRK2/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Anon,L1,Struct,Anon,s18,1.llm_background_ablation,llm-srbench_crk2__llmsr__4omini__L1_Struct_Anon__s18,sim-group,"sim,llmsr,4omini,L1_Struct_Anon",250,4,10,2,"x0,x1",y,251,251,0.0040199873622600215,1.9345739087192644e-09,43,974160,0,658100,1632260,9369.51,a1aaf4b9d454,"This is a problem from the natural sciences. Args: t, A: Independent variables (anonymized) params: Array of numeric constants or parameters to be optimized Return: y: Dependent va"
